Baseline,K=1,K=5,K=10
0.091060766689574,0.047273796311367,0.053072115785247,0.045113576699253
0.091408920673669,0.047178794400087,0.053010732092202,0.044969416253574
0.091737418357086,0.047142488876143,0.052955534309394,0.044861149839865
0.092048468676555,0.046755581833848,0.052670407530754,0.044423946662634
0.092344407159875,0.046321054360871,0.052337657731493,0.043930316901771
0.09262749663801,0.045950274653111,0.052025845728283,0.04348230871903
0.092898014742202,0.045644098747042,0.051735213900442,0.043081056494114
0.093230189767314,0.045531046583179,0.051666346571208,0.042917046784342
0.093545734830102,0.045481260556046,0.051609797617468,0.042795802958426
0.093786738419833,0.045045440758379,0.051209275811105,0.0422517794509
0.094000513579954,0.044558416501909,0.050736877869905,0.041632585194069
0.094304590084939,0.044287242055859,0.05055153401005,0.04130401280101
0.094596854459293,0.044077848694869,0.050386072018007,0.041021597092106
0.094893011491019,0.043815669064269,0.050204496640459,0.040697428953108
0.09517468478286,0.043614383193225,0.050036076500001,0.040415141830947
0.095460754006727,0.043354189812814,0.049849301539749,0.040085776890777
0.095733297107534,0.043152369253279,0.049675063551708,0.039796664825312
0.096010929038681,0.042897236881564,0.049486979060821,0.039466001337583
0.096275819345014,0.042699307547737,0.049311257406316,0.039175037334786
0.096544103574986,0.042458175423174,0.049124061246255,0.038849563505715
0.096800500791164,0.04227170489401,0.048948445260929,0.038562094672229
0.097061472547505,0.042039384752621,0.0487621968658,0.038238649913241
0.097311957496009,0.041857252224878,0.048586725513188,0.03795024874773
0.097614842230587,0.041697356635659,0.048527790278294,0.037745360929298
0.097905983685055,0.041583593858218,0.048474070412011,0.037570641332523
0.098013629156027,0.041296846403249,0.047977948926527,0.037013548240237
0.098071700932564,0.04100180218066,0.047379907901212,0.036382842986235
0.098280681312527,0.04079686867943,0.047128655340219,0.03602086218685
0.098493092209142,0.040634573902012,0.046910704735299,0.035704173827351
0.098704134213425,0.040419384750194,0.046667090854661,0.035334910473938
0.098912575351779,0.040229321853714,0.046434208415276,0.034985371291218
0.099118477880048,0.040071983520913,0.046215272401306,0.034662842952759
0.099322329683671,0.03994501291601,0.046009408661977,0.034365670649814
0.099628697912859,0.039707539460082,0.045962915453658,0.03409583784833
0.099932194962511,0.039493518292653,0.045925578164384,0.03384480602993
0.100097902528083,0.039331589970692,0.045628782720316,0.033456357355529
0.100224403258401,0.039202346270938,0.045264444895917,0.033041438163796
0.100353232517308,0.039097018133849,0.04491508025675,0.032648457745444
0.100485628153181,0.039013851445819,0.044582752335168,0.032278098176885
0.100709138928469,0.038870172978646,0.044416127525029,0.031972220846677
0.100937059919687,0.038741299386625,0.044267217322802,0.03168502888607
0.10118226594186,0.038602031864602,0.044151583290471,0.031409478542865
0.101427058862489,0.038477014335049,0.044042282911489,0.031144881448622
0.101674945496924,0.038350773544587,0.043939205689211,0.030880227129167
0.10192224463204,0.038236375259665,0.043840047349205,0.030623287347705
0.102174158442145,0.038120886886914,0.04375003588659,0.030368393250791
0.102426141001799,0.038015388572678,0.043663993205597,0.030120030564316
0.102784655021945,0.037644956326138,0.043697015858111,0.029756492359277
0.103143202566922,0.037282373706102,0.043737041440198,0.029398985956984
0.103285599903646,0.037393169443161,0.043497971775747,0.0291894359997
0.103368180686658,0.037642977579651,0.04317980851963,0.029027001816453
0.103632802663075,0.037565604682634,0.043126317768216,0.028804027540449
0.103905882987903,0.037484082398218,0.043089082942631,0.028586177583444
0.10417649493263,0.037415640384652,0.043050281158321,0.028373796776116
0.104448765057166,0.037351225027335,0.043015239998749,0.028163806041252
0.104723207278188,0.0372897310075,0.042984588015823,0.027955823499114
0.10499992952267,0.037230784873592,0.042958353489782,0.027749588396252
0.105401893202764,0.036808972640745,0.043072420145643,0.027354253412614
0.105806495152869,0.036387974538357,0.043197113698701,0.026962025312167
0.105965808626234,0.03658559413667,0.042997000165707,0.026815607980127
0.106055536650685,0.036964321681094,0.04270164325841,0.026744949924676
0.106313147639602,0.037002247145171,0.042657415464215,0.026585278056387
0.10660579834514,0.036977280148153,0.042667998880483,0.026412415695869
0.10689553402585,0.036967257750786,0.042675636840058,0.026246611786766
0.107187041949125,0.036959972773889,0.042686326018638,0.026082289640514
0.107481219580473,0.036953224633661,0.04270125528187,0.025918511109742
0.107778218769329,0.036946599829414,0.042720544029958,0.025754999367638
0.108216468040361,0.036520245133465,0.042916784496496,0.025362443108675
0.108658741973878,0.036090664128222,0.043125399619181,0.024971368152305
