Baseline,transformer,mobilevit,lstm,gru
0.178130743341332,0.107782746306973,0.106678895032509,0.085610643974168,0.064293498863239
0.180237135561206,0.107918921824701,0.106780298397844,0.085806782552058,0.064661568964062
0.18233408101848,0.107994624269586,0.106816088896072,0.085953111785585,0.065001047242491
0.184441935472264,0.108051322705351,0.106830620398922,0.086084986890779,0.065334435326671
0.186327982110991,0.107813300650335,0.10656052002307,0.086021324075718,0.065569110208289
0.18825324116513,0.107598402544068,0.106311113101417,0.085974098821165,0.065815019817455
0.190270236344207,0.107483437607378,0.106157076213737,0.085995294525514,0.066098814824439
0.192335090736661,0.107420287689298,0.106053142600062,0.086054348752802,0.066405355402804
0.194503984724969,0.10748856708025,0.106078414430448,0.08620799374842,0.066765619519347
0.196679299805385,0.107542602964812,0.106087520691353,0.08635108278089,0.067121743218184
0.198393707219419,0.106900519840824,0.10540301358471,0.085999033716614,0.067211419504129
0.200172048674822,0.106329352359271,0.104788339893645,0.085701059870894,0.067334590284048
0.202196624379766,0.106135122277996,0.104552729700319,0.085680989700535,0.067613476959221
0.204243646213366,0.105965267505334,0.10434009230038,0.085679287791871,0.067903972353101
0.206306499604693,0.105803859475032,0.104134182131957,0.085684205020282,0.068199870571044
0.208414238426649,0.10569858717355,0.103983334543909,0.085730649734794,0.068520178226446
0.210641341863999,0.105771817050873,0.104011473086408,0.085907878973743,0.068913359778448
0.212874793756837,0.105832877001645,0.104025330180082,0.086076009160553,0.069302991376979
0.214644484583778,0.105139908134983,0.103284183241092,0.085712086479399,0.069413396547669
0.216530614290817,0.104609826416696,0.102704937151071,0.085467083077408,0.069590518891568
0.218783171453379,0.104673147901537,0.102721564609396,0.08564777185959,0.069995432546732
0.221040327227829,0.104728747583786,0.102728294991495,0.085822588948922,0.070398207543424
0.222876285051511,0.10407611373395,0.102024632385049,0.085501653805435,0.070545072280628
0.224782693011538,0.103519699640763,0.101416813972692,0.08525285740034,0.070733451806416
0.22692839269687,0.103377241683329,0.101229244529303,0.085306122838579,0.071084051123649
0.229089292990394,0.103248230930784,0.101053403186269,0.085369353034946,0.071440894656741
0.231261803195027,0.103120929759445,0.100877176675605,0.085434042052873,0.071799766531048
0.233470014952203,0.103039816606451,0.100746135822606,0.08553249325502,0.072177661383112
0.235776713593011,0.103122091292581,0.100780432201377,0.085749593298417,0.072619099368135
0.238087545484348,0.10318786439359,0.100795673914187,0.085954567535694,0.073055280761982
0.240153349937399,0.102820184247841,0.100377997264194,0.085867252606558,0.073347841143343
0.242233801416926,0.102451150727167,0.099956454902848,0.085780043298495,0.07364234290741
0.244332236859943,0.102096638493126,0.099547319396659,0.085704047905616,0.073943947603201
0.246495879286281,0.101848686632267,0.099244587549269,0.085704408645874,0.074285869975647
0.248840175900318,0.101929976072189,0.099276149148081,0.085938288506673,0.074747862845842
0.251184502063348,0.10199116511378,0.099284955085434,0.086157669323919,0.07520323125556
0.25319166823471,0.101415292430331,0.098650091452359,0.085943664509295,0.075445860487708
0.25526165749478,0.100936603798613,0.098112403344346,0.085800329920516,0.075726289671901
0.257521110015601,0.100822314113814,0.097946741628086,0.085915051664832,0.076137707583569
0.259789984607744,0.100716561432627,0.097788136271693,0.086036618279193,0.076553257916965
0.262050862035525,0.100592839960498,0.097612578946289,0.086151351571375,0.076968029477707
0.264320418205259,0.100474210596421,0.097441289075398,0.086271793151835,0.077386981529953
0.266594043008963,0.100366695792893,0.097284378623056,0.08640773093663,0.077816805325822
0.268877908933162,0.100260336530029,0.097126238197628,0.0865445030803,0.07824760830352
0.27117192244821,0.100153804934315,0.096965366267346,0.086681093654495,0.078678904789331
0.273475285318136,0.100051191228006,0.096807379261638,0.086822401364585,0.079113793971508
0.275785016770947,0.099964415107775,0.096669190909525,0.086983243292495,0.079561690767483
0.278121379391144,0.099912539437282,0.096564602160638,0.087168349196239,0.080022098472583
0.280535634849041,0.100007127549879,0.096609849085051,0.087455723139419,0.080533519698539
0.282956157506354,0.100087526232333,0.096637585884961,0.087732466951525,0.081040196665428
0.285104577146558,0.099595180733195,0.096081157767566,0.087631768614259,0.081369294684406
0.287306082331105,0.099191376031874,0.09561385118794,0.087593988905192,0.081730385196623
0.289662791769844,0.099118817693118,0.095489246273819,0.087785914399815,0.08220364663752
0.292027799151323,0.099051945101793,0.095368808987684,0.087982673799661,0.082679686154711
